Project, Fun, Type, Info, Line Num, Filename, Link,
vitessio/vitess,validateShard,Integer as a add bound,Name : &{14525198 INT 1},161,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L161,
vitessio/vitess,validateShard,Go in for,,162,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L162,
vitessio/vitess,validateShard,Integer as a for bound,Name : aliases,160,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L160,
vitessio/vitess,pingTablets,Integer as a add bound,Name : &{14528278 INT 1},249,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L249,
vitessio/vitess,pingTablets,Go in for,,250,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L250,
vitessio/vitess,pingTablets,Map as a for bound,Name : map[string]*invalid type,248,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L248,
vitessio/vitess,validateKeyspace,Go in for,,116,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L116,
vitessio/vitess,validateKeyspace,Integer as a for bound,Name : shards,114,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L114,
vitessio/vitess,ValidateShard,Integer as a chan bound,Name : &{14530094 INT 16},307,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L307,
vitessio/vitess,ValidateShard,Integer as a add bound,Name : &{14530106 INT 1},308,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L308,
vitessio/vitess,validateShard,Integer as a add bound,Name : &{14525198 INT 1},161,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L161,
vitessio/vitess,validateShard,Go in for,,162,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L162,
vitessio/vitess,validateShard,Integer as a for bound,Name : aliases,160,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L160,
vitessio/vitess,pingTablets,Integer as a add bound,Name : &{14528278 INT 1},249,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L249,
vitessio/vitess,pingTablets,Go in for,,250,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L250,
vitessio/vitess,pingTablets,Map as a for bound,Name : map[string]*invalid type,248,/tmp/clone-example030370585/go/vt/wrangler/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/wrangler/validator.go#L248,
vitessio/vitess,catchup,Integer as a chan bound,Name : &{14164613 INT 1},154,/tmp/clone-example030370585/go/vt/vttablet/tabletmanager/vreplication/vcopier.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vttablet/tabletmanager/vreplication/vcopier.go#L154,
vitessio/vitess,catchup,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,163,/tmp/clone-example030370585/go/vt/vttablet/tabletmanager/vreplication/vcopier.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vttablet/tabletmanager/vreplication/vcopier.go#L163,
vitessio/vitess,fetchAndApply,Integer as a chan bound,Name : &{14208862 INT 1},137,/tmp/clone-example030370585/go/vt/vttablet/tabletmanager/vreplication/vplayer.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vttablet/tabletmanager/vreplication/vplayer.go#L137,
vitessio/vitess,fetchAndApply,Integer as a chan bound,Name : &{14209115 INT 1},144,/tmp/clone-example030370585/go/vt/vttablet/tabletmanager/vreplication/vplayer.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vttablet/tabletmanager/vreplication/vplayer.go#L144,
vitessio/vitess,Open,Integer as a add bound,Name : &{10491716 INT 1},153,/tmp/clone-example030370585/go/vt/dbconnpool/connection_pool.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/dbconnpool/connection_pool.go#L153,
vitessio/vitess,Open,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,156,/tmp/clone-example030370585/go/vt/dbconnpool/connection_pool.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/dbconnpool/connection_pool.go#L156,
vitessio/vitess,dialPool,Candidate param,Name : concurrency, Mandatory : true,106,/tmp/clone-example030370585/go/vt/vttablet/grpctmclient/client.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vttablet/grpctmclient/client.go#L106,
vitessio/vitess,dialPool,Candidate param,Name : c, Mandatory : false,110,/tmp/clone-example030370585/go/vt/vttablet/grpctmclient/client.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vttablet/grpctmclient/client.go#L110,
vitessio/vitess,dialPool,Integer as a chan bound,Name : &{7148409 concurrency},106,/tmp/clone-example030370585/go/vt/vttablet/grpctmclient/client.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vttablet/grpctmclient/client.go#L106,
vitessio/vitess,dialPool,Func as a spawning for bound,Name : cap(_ch0),110,/tmp/clone-example030370585/go/vt/vttablet/grpctmclient/client.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vttablet/grpctmclient/client.go#L110,
vitessio/vitess,dialPool,Integer as a spawning for bound,Name : &{7148488 INT 0},110,/tmp/clone-example030370585/go/vt/vttablet/grpctmclient/client.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vttablet/grpctmclient/client.go#L110,
vitessio/vitess,catchup,Integer as a chan bound,Name : &{12360595 INT 1},67,/tmp/clone-example030370585/go/vt/vttablet/tabletserver/vstreamer/copy.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vttablet/tabletserver/vstreamer/copy.go#L67,
vitessio/vitess,catchup,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,81,/tmp/clone-example030370585/go/vt/vttablet/tabletserver/vstreamer/copy.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vttablet/tabletserver/vstreamer/copy.go#L81,
vitessio/vitess,commandErrorsBecauseBusy,Integer as a add bound,Name : &{9123746 INT 1},131,/tmp/clone-example030370585/go/vt/worker/vtworkerclienttest/client_testsuite.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/vtworkerclienttest/client_testsuite.go#L131,
vitessio/vitess,commandErrorsBecauseBusy,Integer as a chan bound,Name : &{9123778 INT 1},132,/tmp/clone-example030370585/go/vt/worker/vtworkerclienttest/client_testsuite.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/vtworkerclienttest/client_testsuite.go#L132,
vitessio/vitess,commandErrorsBecauseBusy,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,146,/tmp/clone-example030370585/go/vt/worker/vtworkerclienttest/client_testsuite.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/worker/vtworkerclienttest/client_testsuite.go#L146,
vitessio/vitess,streamEvents,Integer as a add bound,Name : &{9819442 INT 1},132,/tmp/clone-example030370585/go/vt/binlog/slave_connection.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/binlog/slave_connection.go#L132,
vitessio/vitess,streamEvents,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,138,/tmp/clone-example030370585/go/vt/binlog/slave_connection.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/binlog/slave_connection.go#L138,
vitessio/vitess,init,Integer as a chan bound,Name : &{7577675 INT 1},133,/tmp/clone-example030370585/go/vt/dbconfigs/credentials.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/dbconfigs/credentials.go#L133,
vitessio/vitess,Watch,Integer as a chan bound,Name : &{11278471 INT 10},62,/tmp/clone-example030370585/go/vt/topo/zk2topo/watch.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/topo/zk2topo/watch.go#L62,
vitessio/vitess,Watch,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,66,/tmp/clone-example030370585/go/vt/topo/zk2topo/watch.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/topo/zk2topo/watch.go#L66,
vitessio/vitess,Run,Integer as a add bound,Name : &{6284333 INT 1},144,/tmp/clone-example030370585/go/vt/workflow/topovalidator/validator.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/workflow/topovalidator/validator.go#L144,
vitessio/vitess,lockLocked,Candidate param,Name : concurrentTransactions_txs, Mandatory : true,200,/tmp/clone-example030370585/go/vt/vttablet/tabletserver/txserializer/tx_serializer.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/vttablet/tabletserver/txserializer/tx_serializer.go#L200,
vitessio/vitess,newThrottler,Comm param,Name :threadCount, Mandatory : false,132,/tmp/clone-example030370585/go/vt/throttler/throttler.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/throttler/throttler.go#L132,
vitessio/vitess,newThrottler,Integer as a chan bound,Name : &{12997757 INT 10},154,/tmp/clone-example030370585/go/vt/throttler/throttler.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/throttler/throttler.go#L154,
vitessio/vitess,newThrottler,Integer as a spawning for bound,Name : threadCount,161,/tmp/clone-example030370585/go/vt/throttler/throttler.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/throttler/throttler.go#L161,
vitessio/vitess,newThrottler,Integer as a spawning for bound,Name : &{12997940 INT 0},161,/tmp/clone-example030370585/go/vt/throttler/throttler.go,https://github.com/vitessio/vitess/blob/bfd2ac4378ea1e97c1f8292897b571c35a666501//tmp/clone-example030370585/go/vt/throttler/throttler.go#L161,
gravitational/teleport,Run,Integer as a chan bound,Name : &{7099001 INT 1},334,/tmp/clone-example597734006/tool/tsh/tsh.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/tool/tsh/tsh.go#L334,
gravitational/teleport,handleDirectTCPIPRequest,Integer as a add bound,Name : &{7614162 INT 1},699,/tmp/clone-example597734006/lib/srv/forward/sshserver.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/lib/srv/forward/sshserver.go#L699,
gravitational/teleport,handleDirectTCPIPRequest,Integer as a add bound,Name : &{7614353 INT 1},707,/tmp/clone-example597734006/lib/srv/forward/sshserver.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/lib/srv/forward/sshserver.go#L707,
gravitational/teleport,startAndWait,Comm param,Name :expectedEvents, Mandatory : false,1117,/tmp/clone-example597734006/integration/helpers.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/integration/helpers.go#L1117,
gravitational/teleport,startAndWait,Func as a spawning for bound,Name : len(expectedEvents),1135,/tmp/clone-example597734006/integration/helpers.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/integration/helpers.go#L1135,
gravitational/teleport,startAndWait,len() as a spawning for bound,Name : len(expectedEvents),1135,/tmp/clone-example597734006/integration/helpers.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/integration/helpers.go#L1135,
gravitational/teleport,startAndWait,Integer as a spawning for bound,Name : &{9317234 INT 0},1135,/tmp/clone-example597734006/integration/helpers.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/integration/helpers.go#L1135,
gravitational/teleport,ServeHTTP,Integer as a chan bound,Name : &{9319304 INT 2},1205,/tmp/clone-example597734006/integration/helpers.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/integration/helpers.go#L1205,
gravitational/teleport,periodicSyncRotationState,Integer as a chan bound,Name : &{10726620 INT 1},424,/tmp/clone-example597734006/lib/service/connect.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/lib/service/connect.go#L424,
gravitational/teleport,periodicSyncRotationState,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,435,/tmp/clone-example597734006/lib/service/connect.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/lib/service/connect.go#L435,
gravitational/teleport,waitAndReload,Integer as a chan bound,Name : &{10762231 INT 1},458,/tmp/clone-example597734006/lib/service/service.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/lib/service/service.go#L458,
gravitational/teleport,notifyParent,Integer as a chan bound,Name : &{10770690 INT 1},716,/tmp/clone-example597734006/lib/service/service.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/lib/service/service.go#L716,
gravitational/teleport,WaitForSignals,Integer as a chan bound,Name : &{10662858 INT 1024},55,/tmp/clone-example597734006/lib/service/signals.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/lib/service/signals.go#L55,
gravitational/teleport,WaitForSignals,Integer as a chan bound,Name : &{10663337 INT 10},70,/tmp/clone-example597734006/lib/service/signals.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/lib/service/signals.go#L70,
gravitational/teleport,WaitForSignals,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,76,/tmp/clone-example597734006/lib/service/signals.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/lib/service/signals.go#L76,
gravitational/teleport,WaitForSignals,Go in for,,81,/tmp/clone-example597734006/lib/service/signals.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/lib/service/signals.go#L81,
gravitational/teleport,WaitForSignals,Go in for,,115,/tmp/clone-example597734006/lib/service/signals.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/lib/service/signals.go#L115,
gravitational/teleport,NewClient,Integer as a chan bound,Name : &{11066623 INT 1024},832,/tmp/clone-example597734006/lib/client/api.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/lib/client/api.go#L832,
gravitational/teleport,runCommand,Comm param,Name :nodeAddresses, Mandatory : true,1452,/tmp/clone-example597734006/lib/client/api.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/lib/client/api.go#L1452,
gravitational/teleport,runCommand,Func as a chan bound,Name : len(nodeAddresses),1454,/tmp/clone-example597734006/lib/client/api.go,https://github.com/gravitational/teleport/blob/35b1a61fcb7fdb726a1cf06ded3d207d945c2379//tmp/clone-example597734006/lib/client/api.go#L1454,
